value,optlen,family,argv,mode,size,_vtids_length,tidptr,parent_comm,count,transport_header_type,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,vtids,version,p_name,egid,grouplist,tcache,head,content_size,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,ruid,nodep,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,tos,envp,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,,,,,,,,,syscall_exit_read,,,,,0,,248746663,,,in:imklog,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,,,,320,,,,,,,,,0,,,0,,,,,,1988156712,,296,,,,,,,,,,,92234940160374,,,14,,,,,,,,
,,,,,,,,,8096,,syscall_read,,,,,0,,497493326,,,in:imklog,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,4,,,17,,,,,,,,,0,,,0,,,,,,30004368,,0,,,,,,,,,,,114983922,,,14,,,,,,,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,248746663,,4,modprobe8:9,,,,,550728,1,,3188397306,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,16144,23607,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2288993592,,1322077219,,,,,64,115426733,,,14,1500,,40460,16,,6,,
,,,,,,,,,,,syscall_close,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,115446316,,,14,,,,,,,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,248746663,,4,modprobe8:9,,,,,550728,1,,3188398754,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,16145,23606,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2288993976,,1322077219,,,,,64,115480326,,,14,1500,,40460,16,,6,,
,,,,0,,,,,,,syscall_open,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8192cu.conf,,,,,115507305,,,14,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,30004368,,20,,,,,,,,,,,115381160,,,14,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,30004368,,0,,,,,,,,,,,115618346,,,14,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,115637878,,,14,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8xxxu.conf,,,,,115698711,,,14,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,30004368,,19,,,,,,,,,,,115633503,,,14,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,30004368,,0,,,,,,,,,,,115719804,,,14,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,115730950,,,14,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/dkms.conf,,,,,115738502,,,14,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,30004368,,127,,,,,,,,,,,115727565,,,14,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,30004368,,0,,,,,,,,,,,115753502,,,14,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,115765585,,,14,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modprobe.d/fbdev-blacklist.conf,,,,,115773398,,,14,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,30004368,,390,,,,,,,,,,,115761992,,,14,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,30004368,,0,,,,,,,,,,,115825481,,,14,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,115885220,,,14,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/ipv6.conf,,,,,115928449,,,14,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,30004368,,65,,,,,,,,,,,115881835,,,14,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,30004368,,0,,,,,,,,,,,115945376,,,14,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,115961314,,,14,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.softdep,,,,,115969751,,,14,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,30004368,,55,,,,,,,,,,,115957303,,,14,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,30004368,,0,,,,,,,,,,,115989907,,,14,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,115998553,,,14,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/proc/cmdline,,,,,116004699,,,14,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2123864844,,259,,,,,,,,,,,115995324,,,14,,,,,,,,
,,,,,,,,,4095,,syscall_read,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2123865103,,0,,,,,,,,,,,116094646,,,14,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,116113240,,,14,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.dep.bin,,,,,116223604,,,14,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,116349020,,,14,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.alias.bin,,,,,116357770,,,14,,,,655360,,,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,248746663,,4,modprobe8:9,,,,,550728,1,,3188411786,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,16154,23597,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2288997432,,1322077219,,,,,64,116437509,,,14,1500,,40460,16,,6,,
,,,,,,,,,,,syscall_close,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,116450947,,,14,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.symbols.bin,,,,,116458447,,,14,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,116488967,,,14,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.builtin.bin,,,,,116495686,,,14,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,497493326,,,modprobe8:9,,,,,550728,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,116550165,,,14,,,,,,,,
