value,optlen,family,argv,mode,size,_vtids_length,tidptr,parent_comm,count,transport_header_type,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,vtids,version,p_name,egid,grouplist,tcache,head,content_size,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,ruid,nodep,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,tos,envp,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,,0,,,,,,,syscall_access,,,,,0,,531251594,,,,,,,,1060616,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92251393393008,,,65,,,,,,,,
,,,,4,,,,,,,syscall_access,,,,,0,,531251594,,,,,,,,1060616,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,92251393477175,,,65,,,,,,,,
,,,,3,,,,,,,syscall_open,,,,,0,,531251594,,,,,,,,1060616,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,59373044,,,65,,,,524288,,,,
,,,,,,,,,,,syscall_close,,,,,0,,531251594,,,,,,,,1060616,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,59416221,,,65,,,,,,,,
,,,,59744,,,,,,,syscall_open,,,,,0,,531251594,,,,,,,,1060616,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/usr/lib/arm-linux-gnueabihf/libarmmem.so,,,,,59477575,,,65,,,,524288,,,,
,,,,,,,,,512,,syscall_read,,,,,0,,531251594,,,,,,,,1060616,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2126833680,,512,,,,,,,,,,,59492002,,,65,,,,,,,,
,,,,,,,,,1000,,syscall_read,,,,,0,,531251594,,,,,,,,1060616,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2126832424,,1000,,,,,,,,,,,59532575,,,65,,,,,,,,
,,,,,,,,,45,,syscall_read,,,,,0,,531251594,,,,,,,,1060616,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2126832368,,45,,,,,,,,,,,59539033,,,65,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,531251594,,,,,,,,1060616,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,59657210,,,65,,,,,,,,
,,,,1,,,,,,,syscall_open,,,,,0,,531251594,,,,,,,,1060616,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/ld.so.cache,,,,,59719709,,,65,,,,524288,,,,
